is_weekend,start_station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,28,4.199999999999999,2.8,2.8,2.8,5.6,1.4,4.199999999999999,2.8,1.4,2.8,2.8,5.6,5.6,5.6,5.6,4.199999999999999,8.399999999999999,9.799999999999999,8.399999999999999,9.799999999999999,4.199999999999999,2.8,4.199999999999999,4.199999999999999
1,29,12.6,14.0,9.799999999999999,7.0,12.6,8.399999999999999,5.6,5.6,4.199999999999999,2.8,7.0,9.799999999999999,9.799999999999999,9.799999999999999,15.399999999999999,16.799999999999997,11.2,9.799999999999999,12.6,11.2,12.6,12.6,14.0,11.2
1,30,14.0,14.0,15.399999999999999,5.6,4.199999999999999,4.199999999999999,2.8,0.0,2.8,7.0,9.799999999999999,12.6,15.399999999999999,19.599999999999998,21.0,19.599999999999998,19.599999999999998,16.799999999999997,14.0,11.2,9.799999999999999,12.6,15.399999999999999,16.799999999999997
1,31,9.799999999999999,12.6,8.399999999999999,5.6,1.4,2.8,2.8,4.199999999999999,2.8,4.199999999999999,5.6,5.6,5.6,9.799999999999999,11.2,12.6,9.799999999999999,8.399999999999999,9.799999999999999,9.799999999999999,8.399999999999999,8.399999999999999,8.399999999999999,9.799999999999999
1,32,4.199999999999999,4.199999999999999,5.6,4.199999999999999,2.8,1.4,1.4,0.0,2.8,1.4,4.199999999999999,2.8,2.8,2.8,4.199999999999999,2.8,2.8,7.0,4.199999999999999,4.199999999999999,2.8,4.199999999999999,4.199999999999999,4.199999999999999
1,33,7.0,2.8,7.0,1.4,7.0,2.8,1.4,1.4,1.4,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999,5.6,7.0,5.6,5.6,11.2,5.6,5.6,5.6,4.199999999999999,8.399999999999999,4.199999999999999
1,34,14.0,14.0,14.0,7.0,4.199999999999999,4.199999999999999,5.6,4.199999999999999,5.6,7.0,9.799999999999999,16.799999999999997,25.2,29.4,28.0,23.799999999999997,29.4,22.4,15.399999999999999,16.799999999999997,11.2,11.2,12.6,12.6
1,35,14.0,15.399999999999999,15.399999999999999,7.0,9.799999999999999,1.4,4.199999999999999,4.199999999999999,2.8,7.0,9.799999999999999,12.6,19.599999999999998,14.0,19.599999999999998,16.799999999999997,16.799999999999997,22.4,15.399999999999999,16.799999999999997,21.0,12.6,12.6,12.6
1,36,7.0,5.6,4.199999999999999,5.6,4.199999999999999,2.8,5.6,2.8,4.199999999999999,8.399999999999999,7.0,11.2,12.6,14.0,14.0,15.399999999999999,12.6,15.399999999999999,11.2,9.799999999999999,11.2,9.799999999999999,7.0,11.2
1,37,25.2,15.399999999999999,9.799999999999999,14.0,8.399999999999999,9.799999999999999,9.799999999999999,7.0,5.6,7.0,8.399999999999999,14.0,11.2,12.6,12.6,14.0,16.799999999999997,15.399999999999999,16.799999999999997,22.4,15.399999999999999,18.2,14.0,11.2
1,38,9.799999999999999,21.0,16.799999999999997,19.599999999999998,12.6,9.799999999999999,2.8,2.8,2.8,7.0,7.0,14.0,11.2,14.0,11.2,15.399999999999999,15.399999999999999,15.399999999999999,15.399999999999999,15.399999999999999,11.2,11.2,15.399999999999999,12.6
1,39,8.399999999999999,11.2,7.0,4.199999999999999,4.199999999999999,1.4,4.199999999999999,2.8,2.8,8.399999999999999,5.6,8.399999999999999,8.399999999999999,9.799999999999999,9.799999999999999,12.6,8.399999999999999,11.2,9.799999999999999,8.399999999999999,8.399999999999999,9.799999999999999,8.399999999999999,9.799999999999999
1,40,15.399999999999999,15.399999999999999,14.0,9.799999999999999,5.6,7.0,4.199999999999999,4.199999999999999,7.0,4.199999999999999,5.6,7.0,9.799999999999999,14.0,9.799999999999999,14.0,15.399999999999999,12.6,11.2,8.399999999999999,8.399999999999999,9.799999999999999,18.2,12.6
1,41,18.2,18.2,15.399999999999999,12.6,5.6,4.199999999999999,2.8,8.399999999999999,4.199999999999999,8.399999999999999,8.399999999999999,12.6,18.2,16.799999999999997,23.799999999999997,16.799999999999997,25.2,23.799999999999997,18.2,15.399999999999999,15.399999999999999,12.6,12.6,16.799999999999997
1,42,15.399999999999999,15.399999999999999,8.399999999999999,8.399999999999999,4.199999999999999,8.399999999999999,4.199999999999999,2.8,8.399999999999999,7.0,9.799999999999999,12.6,12.6,19.599999999999998,15.399999999999999,22.4,18.2,15.399999999999999,16.799999999999997,15.399999999999999,21.0,14.0,15.399999999999999,16.799999999999997
1,43,7.0,7.0,5.6,5.6,4.199999999999999,8.399999999999999,2.8,1.4,4.199999999999999,2.8,2.8,4.199999999999999,7.0,4.199999999999999,7.0,8.399999999999999,9.799999999999999,7.0,8.399999999999999,5.6,7.0,8.399999999999999,8.399999999999999,4.199999999999999
1,44,15.399999999999999,15.399999999999999,12.6,16.799999999999997,7.0,8.399999999999999,9.799999999999999,5.6,5.6,7.0,5.6,9.799999999999999,9.799999999999999,12.6,12.6,12.6,16.799999999999997,12.6,15.399999999999999,12.6,12.6,12.6,12.6,18.2
1,45,12.6,11.2,7.0,7.0,4.199999999999999,7.0,2.8,2.8,11.2,7.0,12.6,14.0,16.799999999999997,18.2,14.0,25.2,19.599999999999998,21.0,11.2,12.6,15.399999999999999,12.6,14.0,11.2
1,46,14.0,15.399999999999999,9.799999999999999,8.399999999999999,7.0,2.8,4.199999999999999,2.8,2.8,4.199999999999999,7.0,7.0,11.2,8.399999999999999,11.2,9.799999999999999,8.399999999999999,5.6,9.799999999999999,9.799999999999999,11.2,7.0,9.799999999999999,5.6
