t_start,commit_end,obj,gap,user_class_mip,truck_acq_cost,truck_routing_cost,truck_load_cost,truck_unload_cost,truck_swap_cost,total_truck_cost,incentive_cost,incentive_trips,committed_operational_cost,service_level,sl_pickup,sl_dropoff,sim_pickups_generated,sim_pickups_missed,sim_dropoffs_generated,sim_dropoffs_missed,predict_time,mip_solve_time,extract_time,simulate_time,total_window_time,wall_time,markov_setup_time,run_tag,user_class_sim,prob_h_mip,prob_l_mip,prob_h_sim,prob_l_sim
0,4,340.0115999959999,0.0016673328204276027,default,0.0,0.0,0.0,1.5,0.0,1.5,51.188999999999986,24,52.69,0.5985941461888917,0.6049028971665075,0.5933767643865364,209.4,82.73333333333333,307.0,124.83333333333333,0.761,3.823,0.102,1.527,6.214,4.598177707999998,15.068,demo,(=mip),0.7,0.18,0.7,0.18
